Time,V1,V2,V3,Amount,Class
0,-0.1331824582332768,-1.1426595997869897,0.3876197703247015,4157.079434934565,0
1,1.6484892700483433,0.8367926820662395,-1.0615768826542968,51.73234843796884,0
2,0.13724033694758742,-1.0177419621494572,0.3435709813790031,3636.272182401785,0
3,0.8262181682959076,-0.9344868445060348,1.2623973864849023,403.11938810692175,0
4,0.9974796820429042,0.08218911392240605,-0.2231241905494828,1475.4478208402572,0
5,2.033879961225971,2.070698191805131,1.7845043868232933,588.0900029183173,0
6,-0.2161099450803411,1.2210637631207029,1.8847145268009573,571.6348876997451,0
7,0.9423595074883226,-0.9892279354183018,-0.25856791310423316,1900.056389853794,0
8,-0.44662675255693984,-1.2246596469940898,-0.6889944855551816,8342.243907124632,0
9,2.2220956880944076,-0.5914289681133059,0.650491240323556,2353.9197856168794,0
10,-0.5396889441409809,-1.402007314075651,-0.14801017067747452,938.1941596686426,0
11,-3.0285950967803323,2.367526254329489,1.1977529234688262,109963.799376156,1
12,0.8836762291566475,0.7870012970210102,0.0990232504495027,6466.347663246796,0
13,2.0594603667315523,0.6586572739566003,0.0479154655995512,1392.730222256453,0
14,-0.6965216961696974,0.913743885677674,0.8396070419669396,149.8182271271497,0
15,1.095097206740535,0.04895032479460999,-0.5131974963203557,4050.2732534134934,0
16,-0.4927799673623957,0.12016353529709137,-0.29236053252582683,561.7038545290457,0
17,2.8283644517388797,-1.0657718591524392,-0.1467870571172055,4442.434490462177,0
18,-1.3913711236618775,0.2749674221394978,-0.5104336476677873,4382.6459375206405,0
19,-1.0173093435709122,1.2641863423890447,-0.33961863410112286,2330.608212667309,0
20,-0.6215215499493383,-0.4303015572031521,1.0771325956030096,2507.9191745262597,0
21,-0.58931964874204,0.40663858537274583,0.1869047528746781,1101.4709080175207,0
22,1.0208699660799636,0.06781096024574645,1.4990973078292504,200.8047668696369,0
23,2.299680272842923,-0.5333228188760288,-0.97373548372454,248.66869472501642,0
24,1.6551290855099456,0.5149479333002788,-2.1322244001029946,922.2491166930567,0
25,0.7339022867541494,1.8173530939243778,-0.6791900744643808,1257.430558846203,0
26,0.509582895676391,1.3751457278586503,-0.31919018069162836,9272.056432982246,0
27,-0.10636228867024045,-0.841401519265332,0.09610343613975057,14632.57993540565,0
28,0.8910729905354379,0.11884804214105765,-0.8109683032868769,241.60844407860105,0
29,0.2911961767504804,0.7313149783917847,-0.1342071181585571,830.4899715786364,0
30,0.689410906004752,0.08302697471658749,1.0055261905846165,40.98848389894115,0
31,-0.24090493141975622,-1.2849529791664476,0.48705342655739414,2858.4969868107382,0
32,-0.7018286022711977,-0.7566114033213784,0.4143116402766046,3743.8868774618513,0
33,0.5254693437968561,0.6274258037941902,-3.03682775540047,815.4985145758751,0
34,-1.1890675327871687,4.755407617514285,-0.5054203314273594,156041.3723835704,1
35,0.5033698255163193,1.9285499290308836,1.8559441840582476,457.7829275964486,0
36,-0.09593286235206877,-0.6472273968315018,0.4025607970675701,121.74040540435377,0
37,-0.2665100928168921,-0.9525358839562009,-0.823598937272005,3478.869959402387,0
38,1.0584062890741364,1.1283085291515822,-0.5771611525808484,1828.2966690801402,0
39,0.9549481957543748,0.23442883444809848,0.6936613121069034,5043.883402388956,0
40,2.376550156639822,-0.3889152157968746,-0.6143665095162747,3565.4168306207953,0
41,1.8809298264548593,-0.19317614719697143,1.1777325324811176,3637.198002467735,0
42,-0.6938424765812896,-0.14163834716897106,-0.6941019496721459,2203.070813951182,0
43,0.3091741741101315,0.7512249529783305,-0.02025304169840693,4059.1142779438233,0
44,-0.8647687161378099,0.22766328224210583,1.4197746339873314,3077.0175186861225,0
45,-1.3392358690695267,-1.5303653469692025,0.8468147128872127,1087.901843166597,0
46,2.6954890876433875,-0.12719871515688053,1.0832065777820241,10237.08704135139,0
47,1.9802965037784874,1.8358106151699904,0.2780680038291973,2892.220818886239,0
48,-0.12980391542948078,1.1093483010100589,-0.21091128237185577,7735.971637441382,0
49,1.7433761389526108,1.2541037722597934,0.7888088548951554,9796.007928388526,0
50,-2.0620613382746593,0.08497862527090394,1.745717209045131,169161.17346181278,1
51,1.8917203126451083,-0.8353849012760958,-0.1183469304069853,1248.1896582308061,0
52,-1.420464170132207,0.3613747367354058,-0.4225355167359549,6732.722831350743,0
53,1.3506036570172508,0.949450350078469,-0.0691307067808599,1790.51387842068,0
54,0.008346398841416913,0.07420643566766924,-0.9915825430110017,6748.136381736627,0
55,0.8830950283776453,1.1831310641523973,-1.0556954714955005,3059.343447592551,0
56,3.5098621957879157,-0.8565117374719562,-0.44412736186530644,971.0516028036459,0
